GroupID,ActiveClientID,ActivateTimeStamp
http://fischerliu.net63.net/hostedappcache/app.appcache#^appId=1077,http%3A//fischerliu.net63.net/hostedappcache/app.appcache%23%5EappId%3D1077|0000001449693458|0,1449693458
https://bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache#^appId=1078,https%3A//bits.wikimedia.org/WikipediaMobileFirefoxOS/app.appcache%23%5EappId%3D1078|0000001449693458|1,1449693458
